theta,n_pairs_rep,rep_greedy_mean,rep_random_mean,p_rep_holm,cohens_d_rep,auc_greedy_mean,auc_random_mean,p_auc_holm
0.1,150,0.9496666666666664,0.9149605555555554,3.4222931115483255e-26,11.561061080269978,0.50210678415832,0.5002612326591739,0.216190552224023
0.3,150,0.9899000000000001,0.9574127777777778,3.4222931115483255e-26,18.319515749186387,0.5002658925394036,0.5,0.4652088184521418
0.5,150,1.0,0.975948888888889,3.4222931115483255e-26,17.081790038915006,0.49986945169712793,0.5,0.8413447460685429
