theta,n_pairs_rep,rep_greedy_mean,rep_random_mean,p_rep_holm,cohens_d_rep,auc_greedy_mean,auc_random_mean,p_auc_holm
0.1,150,0.9547499999999999,0.9201955555555557,3.4159530170483896e-26,11.74938355348472,0.595471811900776,0.5436742498850784,0.125
0.3,150,0.9924166666666667,0.960877222222222,3.4159530170483896e-26,19.491606154317644,0.6680782873589222,0.5337302924114526,0.09375
0.5,150,1.0,0.9781422222222224,3.4159530170483896e-26,16.476676228834172,0.6103923932356312,0.5195188858460279,0.125
